timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
332086.290157,Earth,1717314.574677,520097.333222,0.000000,9.665205,4.581074,0.000000,Apollo Test Craft,189015619.136623,143909724.782841,24.175497,-1339.221073,-438.989450,0.000144,,-37886834037057929079190192128.000000,
332086.290157,Moon,244275805.730278,297076015.270126,0.000000,-786.380684,649.274565,0.000000,,,,,,,,,-37886834037057929079190192128.000000,
345243.710169,Earth,1846287.088001,582630.780733,0.000000,9.937317,4.925969,0.000000,Apollo Test Craft,170884865.189166,137745780.505948,25.994800,-1418.619668,-500.099445,0.000132,,-37886834037066883501886799872.000000,
345243.710169,Moon,233782340.658231,305435050.484347,0.000000,-808.520271,621.213181,0.000000,,,,,,,,,-37886834037066883501886799872.000000,
358609.130182,Earth,1980881.363085,650863.920604,0.000000,10.201226,5.286025,0.000000,Apollo Test Craft,151313965.749125,130563125.834367,27.658488,-1512.528092,-577.826459,0.000116,,-37886834037066034678910156800.000000,
358609.130182,Moon,222831477.655687,313542923.176677,0.000000,-829.992400,591.918293,0.000000,,,,,,,,,-37886834037066034678910156800.000000,
371649.730194,Earth,2115522.610257,722136.764661,0.000000,10.446241,5.646337,0.000000,Apollo Test Craft,130900370.808883,122417877.099014,29.030975,-1621.624403,-675.849184,0.000093,,-37886834037064055557980160000.000000,
371649.730194,Moon,211876792.908964,321071513.335882,0.000000,-849.927354,562.602609,0.000000,,,,,,,,,-37886834037064055557980160000.000000,
384966.740206,Earth,2256229.268437,799827.685164,0.000000,10.683405,6.023019,0.000000,Apollo Test Craft,108428426.560290,112564357.447463,30.056562,-1758.450192,-811.612821,0.000058,,-37886834037059521172027211776.000000,
384966.740206,Moon,200428614.029859,328360406.807869,0.000000,-869.223478,531.954985,0.000000,,,,,,,,,-37886834037059521172027211776.000000,
398241.920219,Earth,2399548.499372,882323.065143,0.000000,10.906393,6.406841,0.000000,Apollo Test Craft,83974850.816456,100567955.750931,30.482688,-1933.724083,-1009.834679,0.000001,,-37886834037061641030445563904.000000,
398241.920219,Moon,188767870.936459,335215649.459796,0.000000,-887.366272,500.726426,0.000000,,,,,,,,,-37886834037061641030445563904.000000,
411434.930231,Earth,2544823.967296,969407.770317,0.000000,11.114424,6.796053,0.000000,Apollo Test Craft,56985446.647386,85303055.927472,29.864104,-2171.397089,-1335.832512,-0.000108,,-37886834037067930236956442624.000000,
