timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
1049778.960826,Earth,9039540.121761,11592574.993271,0.000000,3.886721,24.352512,0.000000,,,,,,,,,-37886834037049616771284205568.000000,
1049778.960826,Moon,-351475304.703684,129678701.045866,0.000000,-316.231505,-959.369750,0.000000,,,,,,,,,-37886834037049616771284205568.000000,
1062739.000838,Earth,9087184.384190,11909042.563490,0.000000,3.464991,24.482444,0.000000,,,,,,,,,-37886834037051090116865425408.000000,
1062739.000838,Moon,-355351738.455329,117175419.029325,0.000000,-281.918723,-969.941225,0.000000,,,,,,,,,-37886834037051090116865425408.000000,
1075699.240850,Earth,9129334.661769,12227102.132647,0.000000,3.038875,24.597406,0.000000,,,,,,,,,-37886834037046032363377655808.000000,
1075699.240850,Moon,-358781170.465004,104542813.152842,0.000000,-247.249046,-979.294811,0.000000,,,,,,,,,-37886834037046032363377655808.000000,
1088659.310862,Earth,9165936.443172,12546549.609166,0.000000,2.608922,24.697246,0.000000,,,,,,,,,-37886834037047043914075209728.000000,
1088659.310862,Moon,-361759165.580584,91797110.580397,0.000000,-212.267180,-987.417993,0.000000,,,,,,,,,-37886834037047043914075209728.000000,
1101619.420874,Earth,9196944.115468,12867193.308624,0.000000,2.175668,24.781835,0.000000,,,,,,,,,-37886834037042808595285016576.000000,
1101619.420874,Moon,-364282012.641739,78954121.765247,0.000000,-177.016718,-994.300282,0.000000,,,,,,,,,-37886834037042808595285016576.000000,
1114579.460886,Earth,9222318.210063,13188832.102007,0.000000,1.739663,24.851060,0.000000,,,,,,,,,-37886834037040468834541109248.000000,
1114579.460886,Moon,-366346500.403546,66030098.551560,0.000000,-141.542491,-999.932603,0.000000,,,,,,,,,-37886834037040468834541109248.000000,
1127539.640898,Earth,9242026.986144,13511271.495801,0.000000,1.301452,24.904833,0.000000,,,,,,,,,-37886834037041396822354952192.000000,
1127539.640898,Moon,-367950046.369208,53041079.946010,0.000000,-105.888768,-1004.307652,0.000000,,,,,,,,,-37886834037041396822354952192.000000,
1140499.670910,Earth,9256045.067446,13834303.518274,0.000000,0.861599,24.943081,0.000000,,,,,,,,,-37886834037044400688122036224.000000,
1140499.670910,Moon,-369090585.874343,40003690.569993,0.000000,-70.101441,-1007.419596,0.000000,,,,,,,,,-37886834037044400688122036224.000000,
1153459.820922,Earth,9264355.022816,14157733.356852,0.000000,0.420651,24.965755,0.000000,,,,,,,,,-37886834037043169235098927104.000000,
1153459.820922,Moon,-369766700.685018,26934056.709362,0.000000,-34.225049,-1009.264421,0.000000,,,,,,,,,-37886834037043169235098927104.000000,
1166419.860934,Earth,9266946.179377,14481353.216186,0.000000,-0.020825,24.972825,0.000000,,,,,,,,,-37886834037044198377982525440.000000,
1166419.860934,Moon,-369977522.434308,13848849.955139,0.000000,1.694362,-1009.839671,0.000000,,,,,,,,,-37886834037044198377982525440.000000,
1179379.980946,Earth,9263815.314864,14804965.529582,0.000000,-0.462278,24.964282,0.000000,,,,,,,,,-37886834037045491403656790016.000000,
1179379.980946,Moon,-369722788.952205,764338.913530,0.000000,37.611849,-1009.144604,0.000000,,,,,,,,,-37886834037045491403656790016.000000,
1192340.030958,Earth,9254966.422124,15128364.255179,0.000000,-0.903143,24.940138,0.000000,,,,,,,,,-37886834037044277542819725312.000000,
1192340.030958,Moon,-369002825.104871,-12302865.731919,0.000000,73.481532,-1007.180140,0.000000,,,,,,,,,-37886834037044277542819725312.000000,
1205300.090970,Earth,9240410.687205,15451349.372544,0.000000,-1.342865,24.900423,0.000000,,,,,,,,,-37886834037044233562354614272.000000,
1205300.090970,Moon,-367818541.011797,-25336408.153299,0.000000,109.258233,-1003.948853,0.000000,,,,,,,,,-37886834037044233562354614272.000000,
1218260.100983,Earth,9220166.626727,15773717.914766,0.000000,-1.780886,24.845190,0.000000,,,,,,,,,-37886834037047980697982074880.000000,
1218260.100983,Moon,-366171443.222781,-38319835.871374,0.000000,144.896519,-999.455002,0.000000,,,,,,,,,-37886834037047980697982074880.000000,
1231220.190995,Earth,9194259.636986,16095272.445275,0.000000,-2.216657,24.774511,0.000000,,,,,,,,,-37886834037048336939749474304.000000,
1231220.190995,Moon,-364063598.031820,-51236952.186814,0.000000,180.351671,-993.704432,0.000000,,,,,,,,,-37886834037048336939749474304.000000,
1244180.221007,Earth,9162722.763893,16415809.891518,0.000000,-2.649620,24.688480,0.000000,,,,,,,,,-37886834037048213794447163392.000000,
1244180.221007,Moon,-361497694.121325,-64071377.785033,0.000000,215.578491,-986.704742,0.000000,,,,,,,,,-37886834037048213794447163392.000000,
